"Text-raw","IsAVerse","Verse-temp","Chapter 1","AnyChapter","IsABook","Type","Chapter","Text"
"16 And it came to pass that they came many times against us, the Nephites, to battle.",1,16,0,0,0,"verse",1,"And it came to pass that they came many times against us, the Nephites, to battle."
"17 But our kings and our leaders were mighty men in the faith of the Lord; and they taught the people the ways of the Lord;",1,17,0,0,0,"verse",1,"But our kings and our leaders were mighty men in the faith of the Lord; and they taught the people the ways of the Lord;"
"18 Wherefore, we withstood the Lamanites, and swept them away out of our lands, and began to fortify our cities, or whatsoever place of our inheritance.",1,18,0,0,0,"verse",1,"Wherefore, we withstood the Lamanites, and swept them away out of our lands, and began to fortify our cities, or whatsoever place of our inheritance."
"19 And we multiplied exceedingly, and spread upon the face of the land, and became exceeding rich in gold, and in silver, and in precious things, and in fine workmanship of wood, in buildings, and in machinery, and also in iron, and copper, and brass, and steel, making all manner of tools of every kind to till the ground, and weapons of war--",1,19,0,0,0,"verse",1,"And we multiplied exceedingly, and spread upon the face of the land, and became exceeding rich in gold, and in silver, and in precious things, and in fine workmanship of wood, in buildings, and in machinery, and also in iron, and copper, and brass, and steel, making all manner of tools of every kind to till the ground, and weapons of war--"
"20 Yea, the sharp pointed arrow, and the quiver, and the dart, and the javelin, and all preparations for war;",1,20,0,0,0,"verse",1,"Yea, the sharp pointed arrow, and the quiver, and the dart, and the javelin, and all preparations for war;"
"21 And thus being prepared to meet the Lamanites, they did not prosper against us.",1,21,0,0,0,"verse",1,"And thus being prepared to meet the Lamanites, they did not prosper against us."
"22 But the word of the Lord was verified, which he spake unto our fathers, saying that, Inasmuch as ye will keep my commandments, ye shall prosper in the land.",1,22,0,0,0,"verse",1,"But the word of the Lord was verified, which he spake unto our fathers, saying that, Inasmuch as ye will keep my commandments, ye shall prosper in the land."
"23 And it came to pass that the prophets of the Lord did threaten the people of Nephi, according to the word of God, that if they did not keep the commandments, but should fall into transgression, they should be destroyed from off the face of the land;",1,23,0,0,0,"verse",1,"And it came to pass that the prophets of the Lord did threaten the people of Nephi, according to the word of God, that if they did not keep the commandments, but should fall into transgression, they should be destroyed from off the face of the land;"
"24 Wherefore, the prophets, and the priests, and the teachers did labor diligently, exhorting, with all long-suffering, the people to diligence, teaching the law of Moses and the intent for which it was given,",1,24,0,0,0,"verse",1,"Wherefore, the prophets, and the priests, and the teachers did labor diligently, exhorting, with all long-suffering, the people to diligence, teaching the law of Moses and the intent for which it was given,"
"25 Persuading them to look forward unto the Messiah and believe in him to come, as though he already was.",1,25,0,0,0,"verse",1,"Persuading them to look forward unto the Messiah and believe in him to come, as though he already was."
"26 And after this manner did they teach them.",1,26,0,0,0,"verse",1,"And after this manner did they teach them."
"27 And it came to pass that, by so doing, they kept them from being destroyed upon the face of the land;",1,27,0,0,0,"verse",1,"And it came to pass that, by so doing, they kept them from being destroyed upon the face of the land;"
"28 For they did prick their hearts with the word, continually stirring them up unto repentance.",1,28,0,0,0,"verse",1,"For they did prick their hearts with the word, continually stirring them up unto repentance."
"29 And it came to pass that two hundred and thirty and eight years had passed away, after the manner of wars, and contentions, and dissensions for the space of much of the time.",1,29,0,0,0,"verse",1,"And it came to pass that two hundred and thirty and eight years had passed away, after the manner of wars, and contentions, and dissensions for the space of much of the time."
"30 And I, Jarom, do not write more, for the plates are small.",1,30,0,0,0,"verse",1,"And I, Jarom, do not write more, for the plates are small."
"31 But behold, my brethren, ye can go to the other plates of Nephi; for behold, upon them the record of our wars are engraven, according to the writings of the kings, or those which they caused to be written.",1,31,0,0,0,"verse",1,"But behold, my brethren, ye can go to the other plates of Nephi; for behold, upon them the record of our wars are engraven, according to the writings of the kings, or those which they caused to be written."
"32 And I deliver these plates into the hands of my son Omni, that they may be kept according to the commandments of my fathers.",1,32,0,0,0,"verse",1,"And I deliver these plates into the hands of my son Omni, that they may be kept according to the commandments of my fathers."
"BOOK: THE BOOK OF OMNI",0,1,0,0,1,"pericope",1,"THE BOOK OF OMNI"
"The records are handed down through five Nephite authors. The Nephites discover the people of Zarahemla, and they unite. Mosiah translates engravings telling of the Jaredites. Amaleki calls all to come to Christ.",0,1,0,0,0,"pericope",1,"The records are handed down through five Nephite authors. The Nephites discover the people of Zarahemla, and they unite. Mosiah translates engravings telling of the Jaredites. Amaleki calls all to come to Christ."
"CHAPTER 1",0,1,1,1,0,"pericope",1,"CHAPTER 1"
"1 Behold, it came to pass that I, Omni, being commanded by my father Jarom that I should write somewhat upon these plates to preserve our genealogy,",1,1,0,0,0,"verse",1,"Behold, it came to pass that I, Omni, being commanded by my father Jarom that I should write somewhat upon these plates to preserve our genealogy,"
"2 Wherefore, in my days, I would that ye should know that I fought much with the sword to preserve my people, the Nephites, from falling into the hands of their enemies, the Lamanites.",1,2,0,0,0,"verse",1,"Wherefore, in my days, I would that ye should know that I fought much with the sword to preserve my people, the Nephites, from falling into the hands of their enemies, the Lamanites."
"3 But behold, I, of myself, am a wicked man, and I have not kept the statutes and the commandments of the Lord as I ought to have done.",1,3,0,0,0,"verse",1,"But behold, I, of myself, am a wicked man, and I have not kept the statutes and the commandments of the Lord as I ought to have done."
"4 And it came to pass that two hundred and seventy and six years had passed away, and we had many seasons of peace; and we had many seasons of serious war and bloodshed.",1,4,0,0,0,"verse",1,"And it came to pass that two hundred and seventy and six years had passed away, and we had many seasons of peace; and we had many seasons of serious war and bloodshed."
